Date,Temperature,Humidity,Soil Moisture,Rainfall,Water Usage,Crop
5/18/2024,15,78,44,195,141,Corn
5/19/2024,26,69,75,108,110,Corn
5/20/2024,27,84,42,114,170,Corn
5/21/2024,18,51,67,199,51,Corn
5/22/2024,22,70,54,134,188,Corn
5/23/2024,17,53,24,200,75,Corn
5/24/2024,28,44,45,144,82,Corn
5/25/2024,19,30,47,85,149,Corn
5/26/2024,21,84,50,126,179,Corn
5/27/2024,20,66,43,132,121,Corn
5/28/2024,25,43,68,68,133,Corn
5/29/2024,21,39,54,67,197,Corn
5/30/2024,19,78,73,137,80,Corn
5/31/2024,29,88,72,25,143,Corn
6/1/2024,23,71,29,6,138,Corn
6/5/2024,28,86,78,72,134,Corn
6/12/2024,34,89,50,2,131,Corn
6/13/2024,35,83,73,63,103,Corn
6/14/2024,15,48,79,15,184,Corn
6/15/2024,33,68,26,61,149,Corn
6/18/2024,29,87,57,4,68,Corn
8/7/2024,19,59,60,72,51,Corn
7/27/2023,35,53,49,9,164,Corn
9/10/2023,28,43,44,71,145,Corn
12/6/2022,35,51,54,142,108,Corn
11/28/2022,36,87,48,84,121,Corn
4/17/2022,32,47,31,176,123,Corn
4/16/2022,27,59,54,39,137,Corn
12/1/2022,28,68,65,7,66,Corn
12/2/2022,36,56,45,187,177,Corn
12/3/2022,36,51,58,135,114,Corn
12/4/2022,29,39,66,154,178,Corn
4/15/2022,35,52,39,197,188,Corn
7/24/2023,30,50,64,77,105,Corn
4/18/2022,29,35,54,59,97,Corn
12/7/2022,29,47,40,177,196,Corn
4/14/2022,17,67,46,136,187,Corn
12/10/2022,38,85,38,178,116,Corn
4/13/2022,20,87,70,83,165,Corn
12/12/2022,37,77,22,181,51,Corn
12/13/2022,38,78,71,114,184,Corn
4/12/2022,38,50,45,27,167,Corn
12/15/2022,35,90,59,18,101,Corn
12/16/2022,36,40,45,15,108,Corn
4/11/2022,18,74,74,167,138,Corn
12/8/2022,39,70,27,121,181,Corn
11/26/2022,35,40,32,28,169,Corn
4/19/2022,36,50,75,57,72,Corn
11/24/2022,31,71,36,40,84,Corn
11/3/2022,25,37,28,159,87,Corn
11/4/2022,34,52,43,151,92,Corn
5/5/2022,31,58,38,188,91,Corn
5/4/2022,30,73,67,88,84,Corn
5/3/2022,18,88,24,170,71,Corn
5/2/2022,16,54,33,72,113,Corn
11/9/2022,35,85,80,166,195,Corn
5/1/2022,29,84,64,51,167,Corn
4/30/2022,36,76,72,14,191,Corn
4/29/2022,16,37,72,106,64,Corn
4/28/2022,31,60,57,143,65,Corn
4/27/2022,27,90,62,136,71,Corn
4/26/2022,34,86,68,21,88,Corn
4/25/2022,16,87,52,156,65,Corn
4/24/2022,16,74,61,1,100,Corn
11/18/2022,37,40,58,172,86,Corn
4/23/2022,32,59,43,59,171,Corn
4/22/2022,19,72,35,56,160,Corn
4/21/2022,35,55,51,120,199,Corn
4/20/2022,24,36,55,151,115,Corn
11/23/2022,28,50,69,28,57,Corn
4/10/2022,38,89,37,41,139,Corn
12/19/2022,33,40,43,158,52,Corn
4/9/2022,38,78,48,146,127,Corn
12/21/2022,29,33,29,140,105,Corn
1/16/2023,40,37,69,68,107,Corn
3/28/2022,38,47,64,35,197,Corn
3/27/2022,24,89,31,175,159,Corn
3/26/2022,24,58,57,89,182,Corn
3/25/2022,39,81,32,132,146,Corn
3/24/2022,17,44,71,120,55,Corn
1/22/2023,37,82,68,68,172,Corn
1/23/2023,38,48,24,89,91,Corn
3/23/2022,22,63,50,82,109,Corn
3/22/2022,20,75,72,56,54,Corn
1/26/2023,27,41,76,114,144,Corn
3/21/2022,17,81,34,164,151,Corn
1/28/2023,31,61,80,115,118,Corn
3/20/2022,17,33,39,35,186,Corn
1/30/2023,29,61,64,11,83,Corn
1/31/2023,34,65,72,70,103,Corn
2/1/2023,34,38,27,192,154,Corn
2/2/2023,34,39,54,19,68,Corn
2/3/2023,23,80,56,2,125,Corn
2/4/2023,40,88,40,142,113,Corn
2/5/2023,40,38,70,16,94,Corn
3/29/2022,17,52,41,154,200,Corn
11/2/2022,33,67,62,105,184,Corn
1/14/2023,25,75,28,102,52,Corn
3/30/2022,35,72,61,171,187,Corn
4/8/2022,35,45,54,67,199,Corn
4/7/2022,20,75,59,44,165,Corn
4/6/2022,34,70,29,81,146,Corn
12/25/2022,27,31,23,177,109,Corn
12/26/2022,29,57,22,113,52,Corn
12/27/2022,35,61,34,42,150,Corn
12/28/2022,29,67,30,93,188,Corn
12/29/2022,31,59,30,185,96,Corn
12/30/2022,36,51,43,22,91,Corn
4/5/2022,30,58,30,154,81,Corn
4/4/2022,15,57,49,19,79,Corn
4/3/2022,23,78,66,98,148,Corn
1/3/2023,34,62,61,106,88,Corn
4/2/2022,22,66,65,17,54,Corn
1/5/2023,36,63,21,144,83,Corn
1/6/2023,26,57,44,30,60,Corn
1/7/2023,39,40,74,139,179,Corn
4/1/2022,34,76,65,108,168,Corn
3/31/2022,38,34,60,35,70,Corn
1/10/2023,35,76,77,157,139,Corn
1/11/2023,40,83,68,76,150,Corn
1/13/2023,30,66,38,119,187,Corn
11/1/2022,29,33,61,49,142,Corn
5/6/2022,30,56,67,88,120,Corn
5/7/2022,34,32,74,137,140,Corn
7/2/2022,35,36,52,72,51,Corn
7/3/2022,19,88,30,49,65,Corn
7/4/2022,35,32,26,22,144,Corn
7/5/2022,39,32,49,4,132,Corn
7/6/2022,16,33,69,66,115,Corn
7/7/2022,20,49,65,21,160,Corn
7/8/2022,24,42,27,86,143,Corn
7/9/2022,17,77,52,11,138,Corn
7/10/2022,39,51,30,0,90,Corn
7/13/2022,23,53,31,95,165,Corn
7/14/2022,23,72,56,24,125,Corn
7/15/2022,31,35,26,57,142,Corn
7/19/2022,31,40,47,57,169,Corn
7/20/2022,35,42,51,66,107,Corn
7/21/2022,31,49,64,9,93,Corn
7/23/2022,16,34,62,58,127,Corn
7/24/2022,36,57,38,92,135,Corn
7/25/2022,31,42,29,43,128,Corn
7/27/2022,39,53,32,31,179,Corn
7/28/2022,35,55,42,4,124,Corn
7/29/2022,30,47,27,21,127,Corn
7/1/2022,22,56,37,8,146,Corn
8/2/2022,25,72,45,30,148,Corn
6/30/2022,37,58,59,70,54,Corn
6/23/2022,31,87,29,36,176,Corn
5/21/2022,38,43,58,124,75,Corn
5/22/2022,36,69,79,185,91,Corn
5/23/2022,25,85,72,52,108,Corn
5/24/2022,23,42,57,162,195,Corn
5/25/2022,17,83,36,93,132,Corn
5/26/2022,25,42,33,7,157,Corn
5/27/2022,39,67,22,5,50,Corn
5/28/2022,31,46,53,188,74,Corn
5/29/2022,39,35,69,114,82,Corn
5/30/2022,22,63,74,38,88,Corn
5/31/2022,18,59,20,181,114,Corn
6/1/2022,19,71,74,78,85,Corn
6/2/2022,40,77,56,11,132,Corn
6/8/2022,33,41,22,63,185,Corn
6/9/2022,39,41,53,29,188,Corn
6/11/2022,18,54,69,80,121,Corn
6/12/2022,15,56,37,50,76,Corn
6/14/2022,24,90,61,45,115,Corn
6/19/2022,21,83,47,13,155,Corn
6/20/2022,28,65,28,34,92,Corn
6/22/2022,29,36,48,2,79,Corn
6/28/2022,32,64,75,61,135,Corn
2/6/2023,36,41,66,123,80,Corn
8/3/2022,28,69,25,1,128,Corn
8/13/2022,33,77,54,76,84,Corn
5/15/2022,40,76,44,12,124,Corn
10/10/2022,35,33,70,85,178,Corn
5/14/2022,28,62,73,147,128,Corn
10/12/2022,37,63,40,177,138,Corn
5/13/2022,31,69,37,122,166,Corn
5/12/2022,35,60,52,114,123,Corn
10/15/2022,25,41,66,82,199,Corn
10/16/2022,34,74,70,75,127,Corn
10/17/2022,32,69,42,45,127,Corn
10/18/2022,35,47,31,120,79,Corn
5/11/2022,24,88,24,37,175,Corn
5/10/2022,27,69,23,154,50,Corn
10/21/2022,26,87,45,179,101,Corn
10/22/2022,40,80,69,45,62,Corn
10/23/2022,38,59,58,55,68,Corn
5/9/2022,24,49,48,94,67,Corn
5/8/2022,29,65,75,41,89,Corn
10/26/2022,39,64,40,78,120,Corn
10/27/2022,39,42,47,139,112,Corn
10/28/2022,31,33,48,41,106,Corn
10/29/2022,27,46,55,74,60,Corn
10/8/2022,26,78,55,98,50,Corn
8/5/2022,32,39,66,58,121,Corn
10/7/2022,38,60,53,80,165,Corn
5/17/2022,16,63,47,34,187,Corn
8/20/2022,38,45,67,80,157,Corn
8/21/2022,33,79,23,7,98,Corn
8/23/2022,27,79,73,99,160,Corn
8/29/2022,18,77,38,34,135,Corn
8/30/2022,31,39,74,27,131,Corn
9/4/2022,36,47,50,27,112,Corn
9/6/2022,39,59,54,9,177,Corn
9/7/2022,26,30,60,84,100,Corn
9/11/2022,20,44,40,99,53,Corn
9/12/2022,19,63,56,47,131,Corn
9/16/2022,21,87,26,37,175,Corn
9/18/2022,17,71,38,98,144,Corn
9/19/2022,37,46,23,18,142,Corn
9/22/2022,25,58,61,48,196,Corn
9/24/2022,37,31,38,23,170,Corn
9/25/2022,33,50,32,31,56,Corn
9/30/2022,34,66,78,22,161,Corn
5/18/2022,21,80,66,59,178,Corn
10/2/2022,30,35,46,165,68,Corn
10/3/2022,26,31,59,57,94,Corn
10/4/2022,36,47,44,170,153,Corn
5/16/2022,28,67,22,60,96,Corn
2/7/2023,22,50,27,176,91,Corn
7/2/2023,21,87,49,57,179,Corn
2/9/2023,39,85,38,186,169,Corn
5/22/2023,15,50,51,155,109,Corn
5/21/2023,24,48,65,95,197,Corn
5/20/2023,28,82,63,133,79,Corn
5/19/2023,22,44,36,49,84,Corn
5/18/2023,19,59,62,9,199,Corn
5/17/2023,21,53,49,181,192,Corn
5/16/2023,39,64,77,119,169,Corn
5/15/2023,22,65,69,49,68,Corn
5/14/2023,38,38,32,150,116,Corn
5/13/2023,22,55,39,133,66,Corn
5/12/2023,23,72,69,6,138,Corn
5/11/2023,26,39,67,11,115,Corn
5/10/2023,31,37,44,169,79,Corn
5/8/2023,39,83,31,93,184,Corn
5/7/2023,38,43,78,1,191,Corn
5/6/2023,16,79,66,45,58,Corn
5/5/2023,23,36,41,31,119,Corn
4/21/2023,38,87,22,79,70,Corn
4/22/2023,30,64,42,166,100,Corn
4/23/2023,15,60,33,7,85,Corn
4/24/2023,28,44,48,189,80,Corn
4/25/2023,21,53,80,143,74,Corn
4/26/2023,15,39,42,89,161,Corn
5/23/2023,32,45,41,86,185,Corn
4/27/2023,30,39,52,11,158,Corn
4/29/2023,35,33,48,112,111,Corn
4/30/2023,35,33,60,57,139,Corn
5/1/2023,26,37,72,118,92,Corn
5/2/2023,34,66,33,110,192,Corn
5/3/2023,15,67,61,68,55,Corn
5/4/2023,17,82,47,101,120,Corn
4/28/2023,18,73,41,200,92,Corn
4/20/2023,32,86,73,133,136,Corn
5/24/2023,24,31,36,66,88,Corn
5/26/2023,23,56,51,115,185,Corn
6/23/2023,27,40,68,58,64,Corn
7/6/2023,38,79,37,56,101,Corn
7/7/2023,25,49,61,38,141,Corn
7/8/2023,16,62,26,79,191,Corn
7/9/2023,25,34,54,72,64,Corn
12/30/2024,33,79,45,140,182,Corn
6/20/2023,38,81,69,66,127,Corn
6/24/2023,29,54,52,40,122,Corn
2/8/2023,20,58,43,73,191,Corn
7/12/2023,15,72,35,65,123,Corn
6/19/2023,30,79,74,96,133,Corn
6/15/2023,19,77,30,37,112,Corn
6/14/2023,26,31,46,94,75,Corn
6/13/2023,23,71,33,94,156,Corn
7/15/2023,39,88,62,76,95,Corn
6/12/2023,37,58,28,30,197,Corn
7/16/2023,28,80,69,25,53,Corn
5/27/2023,15,81,32,78,126,Corn
5/28/2023,33,65,65,7,200,Corn
5/29/2023,38,82,28,99,59,Corn
5/30/2023,36,54,64,86,194,Corn
5/31/2023,19,76,24,115,99,Corn
6/26/2023,27,85,76,40,138,Corn
5/25/2023,21,46,23,128,112,Corn
6/3/2023,15,32,60,6,169,Corn
6/4/2023,16,86,46,100,50,Corn
7/17/2023,35,62,74,43,156,Corn
6/7/2023,18,58,28,35,132,Corn
6/8/2023,26,34,31,36,157,Corn
6/9/2023,29,76,25,49,109,Corn
6/10/2023,30,51,73,44,135,Corn
7/18/2023,27,54,40,85,96,Corn
4/19/2023,40,51,79,64,137,Corn
5/9/2023,37,41,75,88,197,Corn
4/17/2023,36,48,26,141,106,Corn
3/12/2023,37,30,20,138,74,Corn
3/11/2023,32,78,78,170,144,Corn
3/10/2023,33,86,27,37,163,Corn
3/9/2023,26,54,72,62,111,Corn
3/8/2023,22,56,41,79,68,Corn
3/7/2023,15,33,69,24,111,Corn
3/6/2023,32,86,55,71,167,Corn
3/5/2023,21,74,75,35,84,Corn
4/18/2023,37,45,34,196,169,Corn
3/3/2023,21,64,60,175,68,Corn
3/2/2023,32,36,72,52,175,Corn
3/1/2023,38,38,69,148,183,Corn
2/28/2023,40,82,21,78,149,Corn
2/27/2023,32,53,80,125,195,Corn
2/26/2023,24,51,46,50,57,Corn
2/25/2023,21,39,70,76,74,Corn
2/24/2023,24,35,50,135,164,Corn
2/10/2023,20,33,36,71,105,Corn
2/11/2023,25,75,56,8,119,Corn
2/12/2023,29,39,63,167,176,Corn
2/13/2023,28,38,37,173,196,Corn
2/14/2023,34,81,47,66,107,Corn
2/15/2023,33,86,33,193,122,Corn
3/13/2023,27,70,54,42,149,Corn
2/16/2023,31,80,46,131,50,Corn
2/18/2023,40,64,44,103,151,Corn
2/19/2023,26,36,32,64,148,Corn
2/20/2023,20,39,23,195,75,Corn
2/21/2023,19,63,46,21,68,Corn
2/22/2023,26,39,26,12,147,Corn
2/23/2023,21,44,62,124,194,Corn
2/17/2023,15,89,64,122,70,Corn
3/14/2023,27,31,74,97,145,Corn
3/4/2023,35,62,72,55,155,Corn
3/16/2023,28,66,68,72,194,Corn
3/30/2023,21,40,62,166,112,Corn
3/31/2023,28,52,78,45,113,Corn
4/1/2023,35,62,72,167,55,Corn
4/2/2023,31,56,67,132,155,Corn
3/15/2023,17,87,69,174,120,Corn
4/4/2023,39,54,55,167,125,Corn
4/5/2023,35,58,64,47,132,Corn
4/6/2023,29,86,36,94,67,Corn
3/29/2023,35,73,55,72,112,Corn
4/7/2023,15,37,71,89,102,Corn
4/9/2023,25,32,33,187,146,Corn
4/10/2023,17,59,31,7,122,Corn
4/11/2023,30,42,30,149,148,Corn
4/12/2023,23,70,65,189,60,Corn
4/13/2023,33,37,47,14,174,Corn
4/14/2023,33,33,75,153,183,Corn
4/15/2023,22,63,69,34,136,Corn
4/16/2023,16,77,64,110,109,Corn
4/8/2023,23,50,52,148,168,Corn
3/28/2023,35,33,73,59,195,Corn
4/3/2023,37,41,62,123,92,Corn
3/27/2023,19,31,24,59,72,Corn
3/17/2023,36,73,61,110,188,Corn
3/18/2023,27,41,77,119,51,Corn
3/19/2023,16,88,36,100,82,Corn
3/20/2023,25,31,52,12,121,Corn
3/21/2023,40,31,71,65,153,Corn
3/22/2023,26,44,49,182,160,Corn
3/23/2023,25,48,76,15,190,Corn
3/24/2023,24,35,66,145,56,Corn
3/25/2023,15,82,80,163,62,Corn
7/4/2023,28,42,39,92,117,Corn
3/26/2023,20,85,45,54,125,Corn
8/8/2022,37,66,29,156,94,Paddy
9/4/2023,36,61,77,190,61,Paddy
6/27/2023,19,82,71,190,88,Paddy
7/22/2022,40,53,79,147,147,Paddy
9/26/2024,15,70,42,119,76,Paddy
9/25/2024,19,82,29,134,80,Paddy
9/3/2023,28,83,43,186,50,Paddy
9/2/2023,39,48,77,107,73,Paddy
8/16/2022,36,35,20,123,119,Paddy
8/11/2022,32,73,68,153,141,Paddy
7/18/2022,22,76,66,168,176,Paddy
8/31/2023,35,69,80,118,143,Paddy
8/12/2022,25,70,56,171,134,Paddy
7/17/2022,28,83,34,200,75,Paddy
9/13/2023,15,56,52,178,75,Paddy
8/14/2022,39,73,35,187,99,Paddy
7/16/2022,19,31,43,198,91,Paddy
9/5/2023,38,83,58,172,81,Paddy
8/9/2022,23,61,80,130,50,Paddy
9/6/2023,28,39,49,192,143,Paddy
7/1/2023,16,78,54,183,65,Paddy
8/17/2022,28,50,55,192,114,Paddy
8/18/2022,22,47,23,130,185,Paddy
9/30/2024,21,35,20,139,107,Paddy
9/29/2024,21,41,23,118,139,Paddy
8/10/2022,18,88,27,156,52,Paddy
8/7/2022,26,59,21,155,162,Paddy
8/6/2022,24,45,45,171,126,Paddy
6/28/2023,35,80,21,105,150,Paddy
8/4/2022,38,42,34,152,191,Paddy
9/11/2023,36,89,32,137,100,Paddy
6/29/2023,21,63,40,159,157,Paddy
8/1/2022,31,73,28,135,59,Paddy
8/19/2022,25,67,56,110,138,Paddy
8/15/2022,15,63,64,162,173,Paddy
7/30/2022,19,57,31,106,192,Paddy
9/9/2023,39,31,54,172,110,Paddy
6/30/2023,18,75,44,106,112,Paddy
7/26/2022,23,66,43,136,128,Paddy
7/31/2022,18,75,72,143,89,Paddy
7/26/2023,40,57,24,104,90,Paddy
7/12/2022,21,85,53,157,60,Paddy
8/11/2023,26,80,33,169,125,Paddy
6/10/2022,29,46,64,193,197,Paddy
8/8/2023,36,68,58,185,104,Paddy
6/7/2022,18,76,49,193,123,Paddy
6/6/2022,39,49,46,114,185,Paddy
6/5/2022,16,50,32,188,96,Paddy
6/4/2022,40,82,37,153,154,Paddy
6/3/2022,19,51,64,147,108,Paddy
8/7/2023,29,66,69,185,167,Paddy
8/5/2023,16,66,66,152,76,Paddy
8/3/2023,36,66,78,191,140,Paddy
7/19/2023,37,44,75,135,104,Paddy
8/1/2023,28,73,34,161,153,Paddy
7/20/2023,25,86,36,151,119,Paddy
7/21/2023,36,89,64,155,127,Paddy
7/22/2023,33,30,64,124,129,Paddy
7/28/2023,35,45,67,156,95,Paddy
7/23/2023,33,34,56,124,156,Paddy
8/22/2022,20,81,46,137,124,Paddy
6/13/2022,38,66,48,140,110,Paddy
7/14/2023,22,73,77,124,109,Paddy
6/15/2022,36,69,67,148,134,Paddy
6/16/2022,35,49,51,119,110,Paddy
7/11/2022,36,47,24,179,124,Paddy
7/5/2023,37,77,43,160,151,Paddy
8/25/2023,35,39,80,118,182,Paddy
7/10/2023,34,65,63,114,63,Paddy
8/21/2023,25,31,60,123,74,Paddy
8/20/2023,36,67,72,111,162,Paddy
7/11/2023,16,76,68,151,113,Paddy
8/18/2023,27,38,34,177,181,Paddy
6/29/2022,26,48,50,135,140,Paddy
7/3/2023,37,71,52,113,133,Paddy
6/27/2022,36,76,76,138,165,Paddy
6/25/2022,18,83,79,125,156,Paddy
6/24/2022,31,86,38,156,166,Paddy
8/16/2023,32,33,74,179,116,Paddy
8/15/2023,33,39,36,184,57,Paddy
6/21/2022,25,39,64,143,84,Paddy
8/14/2023,24,80,53,182,103,Paddy
7/13/2023,37,87,23,108,140,Paddy
6/18/2022,35,31,80,149,52,Paddy
6/17/2022,39,82,30,119,118,Paddy
6/26/2022,34,71,66,113,155,Paddy
9/22/2024,34,88,71,103,118,Paddy
7/21/2024,32,73,26,169,196,Paddy
8/24/2022,23,85,47,135,198,Paddy
7/5/2024,31,30,53,198,126,Paddy
7/6/2024,34,56,28,139,52,Paddy
7/7/2024,15,82,51,111,197,Paddy
7/8/2024,16,38,48,185,58,Paddy
9/29/2022,26,62,41,147,61,Paddy
9/28/2022,15,46,37,186,56,Paddy
9/27/2022,26,54,30,105,88,Paddy
7/13/2024,27,54,58,133,145,Paddy
9/26/2022,36,58,77,171,78,Paddy
7/15/2024,35,90,68,168,200,Paddy
7/16/2024,38,49,66,139,104,Paddy
7/17/2024,30,82,75,189,167,Paddy
9/29/2023,27,64,61,114,190,Paddy
9/28/2023,35,74,27,160,89,Paddy
7/20/2024,34,52,25,145,168,Paddy
7/22/2024,36,50,46,178,147,Paddy
7/23/2024,36,88,47,179,67,Paddy
9/23/2022,22,74,72,126,155,Paddy
9/21/2022,26,68,22,124,140,Paddy
9/20/2022,19,38,57,183,99,Paddy
7/28/2024,22,54,29,193,151,Paddy
6/18/2023,26,47,73,155,157,Paddy
6/21/2023,17,53,48,192,165,Paddy
6/17/2023,39,63,67,143,151,Paddy
6/28/2024,20,67,75,151,64,Paddy
6/1/2023,32,40,72,173,159,Paddy
6/2/2023,33,42,40,180,110,Paddy
6/2/2024,37,65,53,197,117,Paddy
6/3/2024,15,52,23,193,108,Paddy
6/4/2024,17,33,42,131,124,Paddy
6/6/2024,30,62,21,178,107,Paddy
6/7/2024,26,73,38,152,69,Paddy
6/8/2024,20,59,48,106,114,Paddy
6/9/2024,21,57,71,171,64,Paddy
6/10/2024,15,38,67,180,124,Paddy
6/11/2024,16,34,40,139,144,Paddy
6/5/2023,16,73,71,153,65,Paddy
6/6/2023,35,85,25,137,83,Paddy
6/16/2024,18,35,67,183,142,Paddy
6/17/2024,15,69,25,112,90,Paddy
6/19/2024,35,82,80,193,129,Paddy
6/21/2024,24,86,80,120,122,Paddy
6/23/2024,28,63,55,123,148,Paddy
6/24/2024,16,88,35,183,148,Paddy
6/25/2024,25,46,56,186,120,Paddy
6/11/2023,24,79,52,199,85,Paddy
6/16/2023,29,34,72,120,164,Paddy
7/30/2024,21,39,67,169,76,Paddy
7/31/2024,16,76,54,196,88,Paddy
9/25/2023,31,53,38,183,62,Paddy
9/1/2022,35,82,56,150,65,Paddy
8/31/2022,24,56,64,104,111,Paddy
9/1/2024,29,76,29,113,64,Paddy
9/18/2023,16,60,55,158,188,Paddy
9/3/2024,23,81,41,112,179,Paddy
9/4/2024,18,71,23,193,198,Paddy
9/5/2024,40,75,45,140,174,Paddy
9/6/2024,33,53,40,153,136,Paddy
9/7/2024,22,39,56,104,67,Paddy
9/8/2024,37,36,56,168,82,Paddy
9/17/2023,38,33,59,129,115,Paddy
8/28/2022,37,45,76,105,140,Paddy
9/11/2024,31,88,50,159,139,Paddy
9/12/2024,35,81,22,127,170,Paddy
8/27/2022,25,43,33,163,106,Paddy
9/14/2024,18,63,48,148,139,Paddy
9/15/2024,36,32,41,163,95,Paddy
8/26/2022,34,89,72,172,59,Paddy
8/25/2022,16,64,22,179,112,Paddy
9/18/2024,18,75,71,115,168,Paddy
9/19/2024,25,80,67,148,69,Paddy
9/2/2022,24,43,62,165,58,Paddy
8/28/2024,30,44,56,167,113,Paddy
9/3/2022,20,60,35,170,174,Paddy
8/26/2024,36,63,28,145,150,Paddy
9/17/2022,27,66,41,194,97,Paddy
6/22/2023,38,38,78,119,74,Paddy
9/15/2022,39,58,30,130,187,Paddy
8/5/2024,35,80,48,156,117,Paddy
9/14/2022,19,53,35,173,58,Paddy
9/13/2022,18,35,35,129,98,Paddy
9/23/2023,40,69,28,186,92,Paddy
8/10/2024,26,73,24,122,132,Paddy
9/10/2022,15,76,43,140,67,Paddy
9/9/2022,24,41,74,178,192,Paddy
9/16/2023,29,71,41,184,96,Paddy
8/13/2024,32,35,23,193,120,Paddy
9/20/2023,37,64,46,191,111,Paddy
8/17/2024,17,74,23,183,172,Paddy
8/18/2024,15,70,58,125,76,Paddy
8/19/2024,31,45,20,129,182,Paddy
8/20/2024,20,75,58,191,105,Paddy
8/21/2024,23,46,55,130,188,Paddy
9/5/2022,39,77,29,142,50,Paddy
6/25/2023,40,66,75,121,153,Paddy
8/24/2024,17,70,54,122,95,Paddy
8/25/2024,23,33,52,141,163,Paddy
9/8/2022,16,42,39,109,199,Paddy
7/25/2023,37,49,31,129,158,Paddy
